service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"T0#86","1","1","1","1","1","0","0","20250806","20250829"
"T0#87","1","1","1","1","1","0","0","20250806","20251213"
"T0#88","1","1","1","1","1","0","0","20250806","20251213"
"T0#89","1","1","1","1","1","0","0","20250806","20250930"
"T0#9","1","1","1","1","1","0","0","20250806","20251213"
"T0#90","1","1","1","1","1","0","0","20250806","20251213"
"T0#91","1","1","1","1","1","0","0","20250806","20251213"
"T0#92","1","1","1","1","1","0","0","20250806","20251031"
"T0#93","1","1","1","1","1","0","0","20250806","20251213"
"T0#94","1","1","1","1","1","0","0","20250806","20251213"
"T0#95","1","1","1","1","1","0","0","20250806","20251213"
"T0#96","1","1","1","1","1","0","0","20250806","20251213"
"T0#97","1","1","1","1","1","0","0","20250806","20251205"
"T0#98","1","1","1","1","1","0","0","20251101","20251213"
"T0#99","1","1","1","1","1","0","0","20250806","20251213"
"T0+01","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#1","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#10","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#11","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#12","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#13","1","1","1","1","1","0","0","20250929","20251213"
"T0+01#14","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#15","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#16","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#17","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#18","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#19","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#2","1","1","1","1","1","0","0","20250806","20251001"
"T0+01#20","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#21","1","1","1","1","1","0","0","20250818","20251124"
"T0+01#22","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#23","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#24","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#25","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#26","1","1","1","1","1","0","0","20250816","20251213"
"T0+01#27","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#28","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#29","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#3","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#30","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#31","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#32","1","1","1","1","1","0","0","20250806","20251002"
"T0+01#33","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#34","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#35","1","1","1","1","1","0","0","20250901","20251213"
"T0+01#36","1","1","1","1","1","0","0","20250916","20251213"
"T0+01#37","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#38","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#39","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#4","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#40","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#41","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#42","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#43","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#44","1","1","1","1","1","0","0","20250806","20251128"
"T0+01#45","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#46","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#47","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#48","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#49","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#5","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#50","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#51","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#52","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#53","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#54","1","1","1","1","1","0","0","20250809","20251031"
"T0+01#55","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#56","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#57","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#58","1","1","1","1","1","0","0","20250806","20250930"
"T0+01#59","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#6","1","1","1","1","1","0","0","20250806","20251107"
"T0+01#60","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#61","1","1","1","1","1","0","0","20250806","20251031"
"T0+01#62","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#63","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#64","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#65","1","1","1","1","1","0","0","20250806","20251205"
"T0+01#66","1","1","1","1","1","0","0","20251101","20251213"
"T0+01#67","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#68","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#69","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#7","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#70","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#71","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#72","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#73","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#74","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#75","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#76","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#77","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#78","1","1","1","1","1","0","0","20250806","20251102"
"T0+01#79","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#8","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#80","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#81","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#82","1","1","1","1","1","0","0","20250806","20251213"
"T0+01#83","1","1","1","1","1","0","0","20250806","20251213"
